Q9BPZ3 P08574
P04629 O43482
O15269 Q8WTP8
Q8TCG2 P19338
Q9P265 O43752
P51572 O14578
Q14999 Q9H1E3
Q9BRP4 P52298
Q9HD33 O14979
Q96EK5 P46934
O00217 Q9Y297
Q2TAY7 Q15746
P22061 Q08945
Q69YN4 Q3SY00
P48047 P40937
P06753 Q9BYP7
Q08623 P43405
O75116 Q86UF1
P37198 Q96RY7
Q9H3S7 Q9BZV1
Q9UGN5 Q86V48
O95071 A4D1E9
P56945 Q9H9B1
Q5JS37 P55072
Q9UDY2 Q9Y5J1
P46934 P15924
Q9BX63 Q96C45
Q9UM13 Q6PUV4
Q96RF0 O15213
O43747 P25786
Q86UK5 O43663
Q86XR8 Q00987
Q86VQ0 Q92878
O15524 O95751
Q8IUH3 Q05086
Q8WTW3 Q9Y4K3
P22314 P49815
Q96CS2 P31943
Q9NRI5 Q92900
Q8N1A0 O75558
Q5M775 Q15311
Q9UQ80 Q9UK99
O60566 O94874
Q8IXS6 Q92614
O15169 O15016
P53618 Q8N960
Q9Y366 O43318
P61916 Q12873
Q9P2K1 Q5JS37
Q15269 Q9UHY1
P13639 Q8WTS6
Q9NNW5 P54105
Q9HCC0 O94913
Q9BXC9 Q8NC42
P12270 Q15139
Q9Y5K6 Q9GZY8
Q96H55 Q6PID6
Q8TED0 P68400
Q9UBF8 Q13620
Q92805 Q9HBU9
O15067 Q8IUD2
O15530 O60313
Q9BT92 Q9NRI5
Q8TEW0 Q9H3U1
Q9UKV3 P19338
Q9P1U1 P68400
Q9NS91 P40763
Q12933 P12956
Q9Y6H5 Q8TD31
Q9UM82 Q8WVV9
O43426 P20290
Q15773 P41567
Q9GZY8 Q13163
Q3B820 Q5S007
Q15650 Q9UNE7
P29475 Q9H4M7
P47756 Q15118
Q13501 O43542
P50570 Q86XL3
Q15669 P62314
Q6UXN9 Q9NVR5
O95782 P15559
Q8WVV9 Q8IUR7
O75140 P35240
P40939 Q9UDY2
Q9H967 O00154
Q5U5Q3 O94989
Q6Q0C0 Q15363
Q4G0J3 O14936
Q7Z7G8 Q13618
Q9NX70 Q00987
P61289 O43390
Q15714 P0CG21
P20936 Q7Z2W4
Q13616 Q7Z7L1
Q9Y2X0 Q14974
O14579 Q9NZQ3
Q9H267 Q96IM9
Q8N6S5 P35222
O60333 O95751
Q9UDW3 Q6ZW49
Q9BPX3 O43683
Q9UNF0 Q9NZN5
Q6P1L5 Q96EH3
O14964 Q13535
Q9H0N5 A2VDJ0
O60716 P11362
P29597 Q8N3X1
Q9NR80 O14976
P40925 Q9C0E8
Q567U6 A2VDJ0
Q9NQP4 O75528
Q86VM9 P11177
Q13625 Q9BYD3
P52272 P23508
P56537 Q15382
Q9HBD1 Q8WVM8
P25705 Q9BZD4
Q13310 Q9UQC2
Q9NYZ3 Q8TBB1
Q38SD2 Q9BYG4
Q13435 Q8ND24
Q16082 Q12996
Q8WU79 O14776
Q9UER7 Q8N302
O75821 Q9BTT4
Q86UP2 P42226
P49736 Q9UDY2
P78317 Q15555
Q86VQ0 Q9Y3D9
Q9H0I9 P32519
O60716 Q96S55
Q12788 Q9BX63
Q86X10 Q9Y3S1
Q9UJX5 P56545
O95758 P13995
Q96PX1 Q6ZU80
Q92945 Q13610
O15230 Q9UKT5
Q504Q3 Q9H2G4
Q86SQ7 P51991
O43795 Q9NUQ6
O14818 Q13526
Q562E7 Q15021
Q7Z6J0 Q96EZ8
Q9ULC8 Q13137
Q92838 P50570
Q8N488 Q9H4M7
Q9NRG9 P20042
P48047 Q7L591
Q2LD37 Q9BWU1
Q9UKV3 P27708
Q01844 P30260
O75486 Q96AY2
Q99959 Q9BYF1
P12757 Q6WKZ4
Q15058 Q99417
P12821 O76064
Q66K74 Q96PX6
Q8NHG8 Q4VCS5
P35227 O15360
Q9H4M7 Q2VIQ3
Q14999 Q9H2J7
O14513 P48047
Q8TBB1 Q9GZT6
Q8N9S9 O00560
Q9UL15 P24928
P62306 Q15269
P38606 O95661
P09874 O00559
P28070 Q9P2E9
Q92911 Q92966
Q96KP6 O15294
O95816 Q9Y2L1
Q6KB66 P56545
P05783 Q9Y230
O00560 Q8WUM0
P12755 Q86UY6
Q9H583 Q8WVM8
Q9H2D6 Q9NPJ6
Q8NA72 Q15029
Q9NVR5 Q9BW27
Q00534 P53367
Q96KQ4 Q92769
Q7Z5L9 Q6ZU52
Q96MY7 Q969V5
P62753 Q99607
Q13671 Q9Y272
Q13501 Q86Y07
Q9P270 Q5JTD0
P06213 P08581
P36507 O14508
Q99759 Q15572
Q9BYN8 O15392
Q96H35 Q9UM54
Q9H8Y8 Q86WJ1
Q15149 O75717
O95429 Q9BT25
Q9UPS8 P19878
Q15811 Q8TCY9
Q6UX06 Q9UL15
P78318 Q8WXJ9
Q14684 Q8IWX8
P23246 Q96A26
P42226 O15049
Q96NL6 Q9UNE7
Q9UBC1 Q8N9N8
P36507 Q7Z569
P20290 Q86VM9
Q9BWF3 P62913
Q9NQW6 Q8IVF5
P78527 P07949
Q13480 Q96T49
Q14684 Q9HC35
Q9BZV1 P35249
Q96DT6 Q9BQG0
Q96FC9 Q9BWF3
Q15723 Q86W42
Q9HCJ0 P61289
Q9BVN2 Q96LB3
P78317 O94992
P40926 Q15287
O43663 Q9NQZ3
Q7Z6J8 P36542
P58107 P98179
Q13523 Q9ULL1
P78527 Q16630
Q15269 Q96K80
Q9UQL6 Q86Y07
Q14258 P42338
Q9UNK0 Q5TH69
Q01844 Q15773
P62316 O75449
P58107 Q96Q15
Q86UY6 O15530
P46940 P14866
P49792 P62316
Q9HBD1 Q9NQW6
Q6UXN9 O75530
O95816 Q9NQZ2
Q9UPT8 Q8IX90
Q9UDY2 P12956
O60674 Q8IWE4
P56962 Q00059
P25788 O95159
Q9UBC1 Q8N5U6
Q9HCS7 O00161
Q9P2R3 Q96HU1
Q14687 Q6PF18
Q13200 Q08379
Q96H55 P13639
P36957 Q9GZM8
Q6VMQ6 Q9NRL3
Q9Y383 Q8N9Q2
Q14194 Q6IQ23
Q15058 Q8N6T3
Q00610 O43660
Q9UHF5 O60333
Q16671 Q9H4M7
Q96BD5 P98175
Q14527 Q13191
P61978 O75600
O14964 Q8IUI8
Q96QF0 Q96G25
O95661 P53041
Q9P2D3 Q14258
Q9Y6G9 O43663
P20290 P24539
Q8IVE3 P51957
Q12802 Q6ZU80
Q9UK00 Q14498
Q99614 Q15025
P30622 Q9BRK4
Q9C0C7 P55209
Q8NI35 Q7Z699
Q9UM54 Q12873
Q5SQN1 Q92918
P06733 Q14318
P56962 Q9UG01
O14832 Q04323
P19525 Q9NVK5
Q96MA1 P49736
P26368 P42694
Q14692 Q96AQ6
Q14457 O94875
Q13480 Q96CS2
Q9UQB8 Q9UPT6
O75935 Q96GG9
Q86TM6 O00217
P09012 Q9UNY4
Q5T9A4 Q9H0T7
Q7Z6Z7 Q5C9Z4
Q8IYI6 Q676U5
O15020 P05129
P17948 Q9HAW4
Q96E11 Q9NV66
P49796 Q96RR1
Q66GS9 Q9NW64
P10515 P16157
Q9HBD1 Q13315
Q9UPN9 O75146
Q9Y5B9 Q7L5Y6
O15260 Q92900
Q07157 Q9H0B6
P00558 Q5TH69
Q92769 Q13825
Q9HCE1 Q9H0E2
Q9UJC3 Q14244
Q9BXW9 Q92667
P14866 P0C1Z6
P61758 Q13137
O95405 Q8NBJ4
Q14258 P55884
Q96AC1 Q15147
Q9Y4K3 P26440
Q9UNE7 P62314
Q9H7D0 Q13064
Q13163 P56945
Q8IYX3 O76041
Q96PE2 O95801
Q676U5 Q8TEW0
Q14847 Q9Y3Z3
P36776 Q7L4P6
O15315 P06733
Q9Y6D6 P27037
Q9BXL8 Q8WVV4
P06753 Q9UBU8
Q99623 P29597
P53370 Q9UQL6
P62314 Q9GZL7
O00232 Q9NQB0
P10721 O75794
P12270 Q86XR8
P61221 Q99436
Q9UM73 Q9Y3Z3
Q9UBK9 O75530
Q9Y484 Q969H4
Q8TAT6 Q8WZA0
Q96RK0 Q86WT6
P42858 Q9UHV9
P55884 Q8WUM4
P62753 Q15751
Q9H6I2 Q9Y4W6
Q9Y6S9 P41247
P15735 Q96GG9
Q8TE73 P43243
Q14181 Q8WXD5
Q8NFW9 Q8N865
O95721 Q8TCG1
Q5VZ89 Q8NHQ8
Q7KZ85 Q8N157
Q99759 P02774
Q9UKK9 Q8TDR0
P29590 Q53EZ4
Q9BSH5 Q14152
Q8N6Y0 P15036
Q5TH69 O43347
Q8TAD8 O95347
Q16659 Q9P0L0
Q6UXN9 Q08345
Q9BRX2 Q66K74
O00231 Q9BYD3
Q9GZY8 Q9H967
Q9ULH0 Q9Y6E0
Q9NRA8 Q15029
O14936 Q13618
Q13163 P49406
Q14676 B2RTY4
Q12933 Q9BXM7
P14866 Q8TEB7
Q53EZ4 O95235
Q9H4M7 Q9UEU0
Q86UY6 O60508
Q9BW27 A4D1P6
Q9BSC4 O95714
Q9BYM8 Q9Y6A5
Q92615 Q3B820
O75787 Q99623
P09874 P33981
Q15149 Q86VM9
Q9P2K8 Q9UKV3
Q69YN4 Q9NRR6
Q9HCD5 Q9GZX9
Q14142 Q14764
Q8TF42 Q6UWJ1
Q9BZB8 Q9H8V3
Q8TDJ6 Q9UK41
Q9UJV3 O43312
P46937 Q8N4C6
Q15051 Q08426
Q08AD1 P22314
Q9NQW6 Q9NPJ6
O75925 Q9UGI0
Q13114 Q07666
P14373 P20749
P06576 Q96CW1
O95503 Q10469
Q9UPV0 P41252
P52272 Q9H425
Q96RQ3 Q14974
P52298 P25098
P61964 P36543
Q5VT52 Q9UII2
Q9BTE6 Q01081
Q00597 Q07889
P42704 Q01081
Q8TAD8 P08574
Q8TDW5 Q14318
Q69YN4 O60504
Q08345 Q9C0B0
Q92888 Q8IY31
Q8N137 Q9BYF1
Q6PJ69 Q13769
P68400 P42773
Q92597 Q8TDR0
O43264 Q9Y4B4
Q6IQ23 O75127
Q14498 Q9Y2K2
O96008 Q13200
Q68BL8 Q3B820
Q9BT88 O14939
P12956 Q9UQF2
Q6ZVF9 O43684
P42684 P05783
P06400 Q9UNF0
Q96AX1 P46934
P49418 Q86UY6
Q7Z2W4 Q9NU22
Q14315 P23588
Q69YU3 Q9UPV9
P42704 Q676U5
Q9P0L0 Q9BRX9
Q9Y6H1 Q9UL25
Q6DT37 P37198
P14317 Q9BV68
Q92870 Q8WX92
Q68DK2 Q9P2M7
Q02241 Q9BYN8
P27701 Q14684
Q9NX70 P08559
P62995 Q69YN4
P49137 Q16186
P60228 P11532
Q9H4M7 Q52M75
Q96CV9 Q96PM5
P03950 Q9NZ56
Q8WUY9 Q9P227
Q14194 P36776
P50897 P09496
O14920 O15260
O15530 Q9BVG8
Q14457 Q9NWB7
O43379 Q86TM6
Q8NDX1 Q9HBD1
Q96KN7 O43172
Q07065 Q9Y4Z0
Q9BV73 P12270
Q9BPX5 Q14999
P04792 P14866
P49959 Q9BVC6
Q99623 Q14CM0
Q86U42 Q9UQE7
O75528 Q6PJI9
Q9Y3D9 P16435
Q96S15 Q6ZWJ1
Q8N3L3 P21860
Q9NX20 Q16576
Q9HCE7 P34897
O75533 P35527
P53804 Q15393
Q9Y6M1 Q9P2R3
Q5JTH9 Q9UN86
P62873 P60228
Q8WWB3 P35711
O00330 P42345
P28066 P05129
P49840 Q02241
Q8IYJ2 O75494
Q9NYB9 Q5S007
Q8WUY9 P78362
P56537 Q9BQS8
Q14457 Q9NYG5
O94972 Q9Y250
Q8TBA6 Q8WXE9
P61758 Q9HAU5
O14578 Q9NWT1
Q99759 P36915
P42694 Q99614
O75324 Q7Z6J0
Q8WWM7 Q9BX84
Q8NF91 Q9UNF0
Q86Y82 Q8N139
O00623 Q00059
Q01844 Q12797
Q08379 O60906
Q9BQ67 Q7Z7L1
Q5HYI8 Q96PM5
Q9BST9 P62258
Q13825 Q9Y2D8
P50402 Q9ULT8
Q15773 P02545
Q9BZV1 O43151
P78362 Q86YC2
Q9BTX1 O43283
Q9NZL4 Q9NR56
P08621 O75923
Q9UHD8 P61289
P49736 Q7RTW8
Q5HYJ3 Q9BX66
P60228 Q9BRK4
P62310 P31937
Q8TEQ0 P38398
Q9HC77 Q9BQD3
P62995 P53618
Q9NYB9 Q15652
P15924 P43403
Q8WUM0 Q9HCE7
Q9Y5B0 P29144
Q9Y297 Q7Z2W4
O43508 Q9UNE7
O43581 Q9NVT9
Q5JTZ9 Q9NWF9
Q8IV50 Q96A33
O00459 Q05655
Q15287 Q8IUH3
Q96RK0 P21860
Q9UKA1 A0FGR8
Q15154 P49736
Q9ULH0 Q8TBK6
O75665 P26368
O14964 P24928
Q8N6V9 P13569
Q96H55 Q8N0S2
Q8WXK1 Q8WWW0
P62995 Q96SJ8
Q6ZNJ1 Q13823
P51149 O43347
Q8WXW3 Q13616
Q13148 Q8TEW0
P13569 P40939
Q9NRL3 Q2KJY2
P40926 Q9Y228
P61587 Q9H171
O14979 Q9BYG3
Q12904 P26368
Q9H3U1 Q9Y2V7
Q08945 Q96M89
Q96S44 Q96L93
Q15811 Q13402
Q9BVA0 Q96T60
Q08170 Q96L93
Q5EBL8 P51970
Q4VCS5 O43913
P04629 O76081
Q96EP0 Q14781
Q12959 P62304
Q8WXK4 O75943
Q86XR8 Q9P0L0
Q9Y2W2 Q8IWX8
P08708 Q15149
Q8N9T8 P53350
O15550 Q96CN9
P43243 P14174
Q96IZ0 P98170
P61964 Q96NL6
P55072 O95347
O43318 O43172
P68400 P33241
P17480 Q9UNM6
Q9P2Y5 Q96AY2
Q8NCB2 Q9H2G9
A2RRH5 P0DPB3
Q53EZ4 P61289
Q969H0 Q99759
P06576 P36507
Q92622 P13569
P15735 Q8IZD9
Q9H147 Q9Y5B9
Q9BQA1 O15078
P36402 Q7Z4H7
P47756 Q9BZV1
Q69YN4 Q96LJ8
Q96G01 Q9H6T0
P60468 O94875
Q9HCE1 P68400
Q14318 Q92989
O95071 P35712
P23246 O95159
Q8IVE3 Q969X5
P20290 Q9NVJ2
Q99816 O14508
Q9Y4W6 Q7Z7G2
O95487 P46937
Q14318 Q9H4I3
O95235 Q93074
Q86U86 Q86UA1
O95487 Q5T8P6
Q6P4F7 Q00059
Q86UW6 O95347
O75208 P58340
Q8IZU3 O15213
Q13618 Q96TC7
O00559 Q9UL54
Q99567 Q9BYZ2
Q96RK0 Q8NHV4
Q8NBJ4 Q9NTJ3
Q96LU5 Q96ST3
P30084 P52298
Q8WUY9 P04629
Q9UJ41 Q01844
P27708 Q96S21
Q14005 P51116
Q15058 Q96A33
Q9NV92 O95235
O75052 Q2NL82
Q9ULU8 Q49A88
A1L390 P33992
Q9HAU0 Q5S007
P49748 Q9NZ32
Q14498 Q12770
Q9BZZ5 Q9NRL3
Q14258 Q86Y07
Q99797 Q00059
Q15907 Q96CW5
Q13501 Q9ULJ1
Q13042 Q96D71
Q96MH6 O95163
O43663 O95487
Q13535 P31943
Q9UKK3 Q14444
O15068 P60900
P02545 Q5SW79
P17948 Q15291
Q9NTJ3 Q9BZF9
Q15758 O75533
P62304 Q9P291
Q9GZT3 Q7LBC6
Q9Y297 Q96NT1
Q13469 P68400
Q86SQ0 Q5S007
Q8NC42 O75486
Q5VWQ8 Q5JTZ9
Q9Y4I1 Q07666
Q13794 Q86YH6
Q8TAF3 P48736
Q86Y82 Q7Z406
Q15311 O75382
Q9H000 Q9UKV3
Q09019 Q68CZ2
Q15393 P40938
Q8IXJ9 O75943
Q2NKX8 Q9BRX2
O60566 Q8IXJ9
P00558 Q15149
Q9C0J8 Q8TER5
Q6IQ23 Q9ULH1
P06576 Q8IUH5
Q969H0 Q7Z465
O14508 Q9BY44
Q76L83 Q9H8V3
P35712 Q8WVL7
Q6Q0C0 P28070
P80192 Q13618
P05455 P21860
Q8WU20 Q02224
Q9P0L0 Q9C0J8
O95336 Q8WXA9
Q13084 O00116
Q96EF6 Q96F24
Q8NE71 Q9HCE1
P51532 Q16576
O95714 Q9NV06
Q9H583 Q15118
Q16531 P49703
O96008 Q8WXH2
Q9H4M7 Q96PX6
Q709F0 P52926
P42858 Q9NR21
Q13131 O95503
Q96J88 Q5VWJ9
Q13200 Q9BWF3
Q99759 O75694
P55327 O15259
O95347 P53355
P07910 P60033
O15042 Q8IUH5
Q69YN4 Q9H672
Q9UHV9 Q9NWT1
Q9Y4K3 P41743
Q7Z2W4 Q8N684
Q5JRX3 P19419
Q92769 P57078
Q8IWB6 Q8IWE4
P11498 P53350
Q13769 P08581
P31948 Q5U5Q3
Q9UNF0 O94979
Q6P4R8 Q9BRL6
Q13546 P35240
Q9BY77 Q9H000
Q8N3E9 P50402
Q05086 Q8N5M1
O60645 P02768
Q9NX47 Q7Z2K8
Q8TB24 Q9BYC5
Q8TES7 P05387
Q9NWB7 O00459
Q7Z3T8 O14949
P62995 P22314
Q00610 Q08AD1
P04629 Q9P0J0
O60308 P61221
P78317 P46934
O15294 Q13356
P24928 Q6RFH5
O43318 Q96RK0
O15294 Q13347
P49755 Q9NS87
P38398 Q8NFJ9
Q9Y2T2 P43307
Q96E11 O43683
Q6ZWH5 Q9NP58
Q12965 Q9H5Z6
Q8N9T8 O14828
Q14669 P25098
Q9BXB5 O95801
Q8NEF9 Q96ST3
Q7Z434 Q86VM9
Q13242 Q8NEZ3
Q12980 O60341
Q96KQ4 Q14498
Q15058 Q9Y289
Q96G01 P07910
P09874 Q08379
P31943 Q9NPE2
Q7Z4H7 O75175
P35222 Q86W54
Q8WXK1 P02768
P36957 Q4VCS5
O75925 Q9UDY2
Q99996 Q9HBG6
Q05086 P49748
Q14204 Q6S5L8
Q9UNM6 Q00987
Q92925 Q9UQ07
O95071 O75323
Q08379 P23508
Q13823 P11801
P32970 Q7Z5K2
P36406 Q5JTH9
Q5T7N2 Q6PKG0
O94972 P20936
P14866 O00311
P84098 Q9NU22
Q13438 Q9H0M0
Q13501 Q13393
Q15029 Q13233
Q9NZ43 Q8N0S2
Q8NA82 Q9UNQ0
Q9UKA4 Q86U42
Q8NF91 Q9H8V3
O00257 O43426
Q69YN4 P61962
O95299 P58340
P04629 Q9BYG3
Q5TCZ1 Q16401
Q96TA2 Q9Y4P3
Q9UIF3 P04792
O95858 Q13618
P19174 P46934
P08962 Q8NFZ5
Q9H6T3 O94874
Q8N5G2 Q15075
O60683 Q14999
Q07157 Q7RTS9
Q9Y4B4 Q8NI36
Q9Y6I3 Q13356
P53350 Q9NZJ5
Q8IYE0 Q66GS9
P28370 O15357
P01241 Q9BWT7
Q14142 Q9P2E8
Q9UBW8 P42684
Q08945 Q9BZC7
Q9NRG9 Q15058
Q9Y2J4 P42858
P08559 Q93034
Q9Y6K9 Q9H992
P35227 Q8TEX9
Q9Y6H1 Q9UL15
Q9H1I8 Q86XZ4
O43752 Q8N488
P36542 Q9UHA3
Q8WXW3 Q14498
O15169 P23246
Q6ZMZ3 Q9H0E2
P46459 Q66GS9
Q99426 O15042
P04629 Q9Y5S9
Q13263 Q15714
Q99816 Q8N4C9
A7MCY6 Q7Z6Z7
O94992 Q9UKV3
P29323 P46934
P02545 Q9Y2I8
Q9Y345 Q15038
O15213 Q12846
P25205 P19525
O00541 Q9UN86
P35222 Q86UY6
Q8IVW4 Q8N122
Q6ZVM7 P35606
Q92667 Q96EP0
O75150 Q9HBD1
Q9P253 Q9UHV9
Q68CZ6 Q02218
O14920 Q8N983
Q14204 Q9NTJ5
P38432 P25205
O00154 P49756
P60228 Q13308
Q14999 Q69YN4
Q86VM9 Q9NYY8
Q9BYZ6 Q9NX08
Q8N5U6 Q14258
Q5C9Z4 Q9NRA8
Q9NPF5 Q9BV73
Q5JTZ9 Q9UPV0
P27816 Q969F1
Q9H0L4 Q8IUD6
Q8N442 Q8TF42
O96017 Q96MY7
Q9NRA8 P54252
P07948 Q8WUM4
P08621 O15550
Q96RQ3 Q13387
Q13200 O14645
Q13435 Q2M1P5
Q9Y252 Q13620
Q13501 P49720
P25786 Q9H425
P38398 Q9BZF9
Q9Y3D6 Q9H000
Q9Y3C5 Q8TF46
Q8NI35 Q8N960
Q6PIJ6 Q9H4M7
Q08379 Q8NFV4
Q14BN4 P06576
Q13308 Q9BXW9
Q7Z3B4 Q15058
O00459 P35228
P12956 Q9NVC6
Q96RK0 O60573
Q96EZ8 Q9Y3C5
Q16543 Q9NRC1
Q9H2G4 Q92630
O43164 Q9H4M7
Q9UER7 Q9H967
P61011 Q9HB71
Q13501 Q8TB03
O75031 Q9UBP0
Q9HCS7 Q14596
Q9UBF8 O14544
Q6IQ23 Q9GZT6
P61964 Q9BWU0
Q9P0L0 Q12774
P42338 Q9Y4J8
Q9Y297 Q6XZF7
Q9BYN8 Q9BY44
O60896 Q9H5P4
Q6UXN9 P42694
Q9UBT7 O76071
Q9NP81 Q8NEB7
P21860 P11274
Q9NP79 Q9UPX8
Q9NRI5 Q9UBN7
Q16666 Q14847
O15294 Q9UNE7
Q7L4P6 Q5T7B8
P49406 Q9H0L4
Q5S007 Q96M89
P05387 P36406
Q9BXW9 P56945
P84098 Q6ZNL6
Q9Y5S9 P50570
Q9C0C7 Q9H115
P22314 Q13137
Q9Y3R0 Q13616
P42229 Q08623
P08574 Q15464
O00559 Q13501
Q9BVG8 Q96RP9
P31943 P11177
Q7Z494 Q14692
P31943 Q6AI12
Q14974 Q8NFD2
Q15029 Q8TEK3
Q15652 P51948
Q9NVR2 O15550
Q0VG06 P49756
Q9HBD1 O14548
Q9NRR6 Q8IV63
Q92615 Q96QE3
P53618 Q92783
Q6UB99 Q13627
Q9NYP9 Q86U42
Q9UGU5 Q9UJW0
P42694 P78317
P38606 Q9UHB9
Q9UHD8 Q9BZY9
Q9Y2Z4 Q2NL82
Q14677 Q8NB46
Q15029 P51813
Q9GZZ9 Q9UKN8
Q9H4L7 Q9Y297
Q9UNH7 Q9H814
O95071 P46940
Q9HAU0 O14776
O75083 Q9GZS0
P56945 Q9H3P7
Q9Y6M1 Q9UNE7
Q9GZT8 P20585
P13569 Q13554
O14579 P05387
P51957 O14513
Q07157 Q01105
Q9NWU5 Q16513
P60033 Q8N0Z3
A9UHW6 Q99961
Q13523 Q92538
Q9H8Y8 Q9HCE1
O14578 P10721
Q86X10 P06753
Q9UHF5 Q8TDM6
P78317 Q5T7N2
Q15637 Q8TB24
Q15029 Q92574
Q9NV06 P09874
P55072 O43166
Q01804 Q86XN8
P08621 Q9UBT7
Q9UBB4 P27708
Q9Y512 Q92597
Q9P246 Q9Y4I1
Q9UQB8 Q9Y6D6
Q92945 P26232
Q53HL2 O14746
P54098 Q9GZT3
O95721 Q14155
Q969X5 Q8TAT6
O60763 Q13064
P48681 Q86Y13
Q96CW1 P10515
O75570 Q9Y2W6
O15226 Q9UK59
Q8WUM0 Q9Y3S1
O60826 Q6PIJ6
Q9NRR6 O75530
Q9Y3F4 P78317
P49454 Q8N4S9
P28370 P98175
O60716 P61978
Q9Y580 Q14690
O95931 Q15006
Q9NQW6 Q9GZS0
Q9UL54 P30260
Q13490 A6NEM1
Q5T7N3 P06753
P35240 P52948
O95478 Q9BXM0
Q13616 Q9P1U1
P49790 Q92878
Q15025 P38398
Q12996 Q709F0
P13569 Q96JN8
P42858 Q8TDR0
Q13263 Q16659
P43405 Q8TEB1
P04629 Q8WY36
P05166 Q99759
Q14566 Q3KQU3
Q6P2C8 Q4G0J3
Q14318 Q9NRI5
P13693 Q12849
Q92769 Q13794
P14866 Q9NRI5
Q9UL03 Q9NWH9
Q9UQB8 O00233
O43542 Q4G0J3
P19338 Q7Z3E5
O15260 Q7Z460
Q99759 Q9GZT3
Q8TD31 Q9H4M7
Q14258 Q9UBN7
Q7Z2W9 P56945
Q15029 Q9Y484
A6NHR9 P29597
Q9UHD8 P28072
P33981 Q14152
Q9BRL6 Q16543
Q9C005 P04792
P27816 Q13480
O75344 P55209
Q9BV73 P52306
O15061 Q15291
P08559 Q13233
P61289 Q9Y250
Q9BZE7 P24928
P41252 Q13057
P11274 Q9Y5M8
Q9P0L0 Q9H4M7
Q9Y3X0 Q70E73
O15294 Q8NEH6
Q53RE8 Q86UW6
P14678 O94972
Q96T76 Q03468
Q9H270 P62191
Q14667 P33981
O95235 Q96KS9
Q71SY5 Q9BXM7
A6NED2 Q00534
Q9BXF6 P42226
Q15058 P37198
Q12986 Q9NYJ8
Q17RB8 Q8NE71
P19338 Q07889
P54257 Q07666
Q15427 Q9H089
P04629 Q9C0I1
Q9Y2J4 O95376
P29323 P13639
Q96LZ7 P62753
Q6IQ23 Q8WXD5
Q9NQP4 Q8NBT2
Q9BRX9 Q8TD08
Q9NRD5 Q9H000
P49736 P18206
Q12933 Q53RE8
P55072 Q9BQD3
Q05084 P20290
Q9NQW6 P53355
Q15696 P53618
Q8IYN2 Q8TED9
P34925 Q9H2G2
Q9BYV6 O43196
P12956 Q8WUZ0
Q6ZXV5 Q9NSE4
Q69YN4 O60674
Q92615 O94992
P34897 Q96ST3
Q9BRK4 Q02218
Q16082 P07476
Q8NI35 P13693
P55072 Q7Z434
Q9Y446 Q9BSJ8
O00231 Q8N983
Q15669 Q9Y4Y9
Q14847 Q9HCM3
O43172 Q9NTX7
Q01804 Q13535
Q6DT37 A0FGR8
P51149 P04629
Q96NT1 Q9NTJ5
Q9BWC9 Q9Y5K8
P04843 Q9UJZ1
Q8TAT6 Q86UA1
O43318 O95503
P47756 O14544
P36894 Q86U42
O75570 Q9GZM8
Q8IZ69 P54252
Q8NFZ5 Q13263
O75747 P84098
Q0VF96 Q15058
Q9UJU6 P36543
P35222 O95429
Q99436 P04629
Q8IUI8 Q8IUH3
Q9BTT4 Q9BRS2
Q92900 Q6PHR2
Q8IXI2 Q13469
P46940 O75570
Q8N3Y1 P06400
Q4G0J3 O75663
P29372 Q6VMQ6
P62306 Q14151
Q96EA4 Q86VM9
P04629 Q5VV42
Q9HBD1 Q8NCY6
Q68CZ6 P79522
Q5VST9 Q8IUH5
Q13148 O15016
O75385 P49454
Q6PKG0 Q8NE63
P13569 Q7Z7L1
Q13263 Q5M775
Q8NCM8 Q9UPU9
Q9GZS1 O15357
P51149 Q6PML9
P04629 Q9H792
Q8TDM6 O00443
P04843 P09012
Q8TB24 Q9Y6K9
Q15758 Q9UBD5
O14548 A7E2Y1
P11362 Q9H4M7
P27815 Q8NE71
Q9NNW5 Q2LD37
Q9BRK4 Q8TAP6
O14556 Q15029
P12956 P09012
Q5T1C6 Q9Y6X9
Q9NTI5 P19338
O14818 Q9H4B6
Q8IYE1 Q5T5U3
P50402 P06733
O43164 Q16204
P42694 Q9NX55
O14556 Q16513
Q9HCE1 Q9Y6E0
Q12840 Q99607
Q96LK0 Q9UN86
Q00613 P55072
Q8N3L3 P49821
Q9ULW6 Q96EV2
Q13618 Q8IUH5
Q9BXW9 Q6PUV4
P36894 Q9NVK5
Q6ZMZ3 Q15427
Q9HAQ2 Q92538
Q16659 O15042
Q8NHQ8 P61964
P40926 Q13794
P36915 P17948
P61289 O14777
P25786 P51532
Q9H583 Q01844
P01241 O75351
Q9P2Y5 Q9UNH7
Q9Y297 Q5SQN1
Q9BW19 O14579
Q13049 Q92900
P15559 Q5W5X9
P40926 P20936
Q6IQ23 Q8TF42
Q8TEW0 Q7Z6Z7
Q969U6 P14678
Q8NCN4 O75888
Q8TF76 Q9UL15
Q8TBB1 Q99466
Q08999 O14746
P12956 P08581
Q969H0 P37198
P62753 Q9UDY2
O14508 O60504
O14965 Q02241
Q96T51 Q9BZH6
Q8N137 Q16666
Q9Y6D6 P53350
Q14254 Q5S007
Q13310 Q07157
Q15149 Q9BWF2
Q9UM54 Q676U5
P38432 Q13137
Q16625 P06733
Q9UGI0 P62258
Q96B97 Q13263
P11532 P01375
O76064 O43172
Q9UI12 P25205
Q9H2W6 Q5VT52
Q9H8V3 P35711
Q9UKE5 P28070
