P51946 P29083
Q9BX68 P23368
P25090 Q6NZ67
Q7Z4W1 Q9NS18
Q12906 Q08211
P47900 Q9BVG9
Q86TJ2 Q9H8E8
Q56NI9 Q05639
P54278 Q9P1U0
P18146 O75937
Q9Y5P6 Q8IVS8
Q9NR30 Q96MX3
P01106 O15090
O14717 Q04446
Q16514 Q5T6C5
Q9HB58 Q9BYV9
O94761 P82930
P05388 Q49A26
O95786 Q14494
Q86VZ1 P30989
Q9C002 O75306
Q96DV4 Q86SG7
Q9NWS0 Q6EEV4
O95793 P51659
P63220 P62857
O76003 Q9BX79
Q16635 Q8NCR0
P25440 Q8TBX8
Q9H2C0 Q71U36
P37108 Q9UNZ2
P62424 Q9BVJ6
Q8TDD1 Q8WUB8
Q8IWL3 P82912
Q9UKB3 P24863
P13010 P49642
P10809 Q13423
Q9NWH2 Q99726
Q9H0R8 Q9NX58
Q8N895 P37840
P49711 P46782
O94762 P36954
Q9C086 P26373
P20309 Q7Z4Q2
P61244 Q9H2F5
O75414 P10809
Q9H1X3 P61313
Q8IXK0 P08047
Q96ME7 Q9GZR7
Q9UI09 P19404
P01106 Q96JM3
P61247 P63173
Q9NPI1 Q68CP9
Q96C86 P07737
Q6ZN17 Q9H7N4
P09382 Q9UIQ6
P54259 O60290
Q9Y6H6 P51790
Q8IYD1 P78371
Q75WM6 Q9NP92
Q9H0W5 Q9UIG0
P18621 Q9NVP1
Q96SL8 P54845
Q9BXP5 O15231
O43474 O60315
Q9C086 P05388
Q01201 Q13126
Q14197 Q96DV4
O15239 P03905
O60885 Q92793
O43676 O75438
P48643 Q96LB9
P05388 O95273
Q6IAA8 P49768
Q9H8H2 P01591
P18621 P62847
O60885 P06746
Q9Y3S2 P51608
Q01664 Q15554
Q16740 O95182
P46013 Q9NY93
Q13887 Q96QT6
Q9UKX7 P54277
Q15554 P54259
P08151 P78371
Q96CS4 Q6ZN55
Q9NQX0 Q9NX04
Q9NTG7 P10809
Q6NZY4 Q9Y450
P10809 P82930
Q9GZM5 Q8NDZ6
P23769 Q9Y2X9
P41002 P0C7P4
Q96HR3 Q6EEV4
Q01814 P05090
Q9H1C4 Q8WUY1
Q96LL9 P82650
O75190 P48735
P25440 Q68CP9
O75444 Q16236
P17028 Q12872
Q9NVH6 P63220
O95786 Q9HAZ2
O00422 Q9UQ35
Q9NQX0 A8MXD5
Q96HE9 O95625
Q9P2R6 Q9P0U4
P47775 O75845
O14880 Q9HD34
Q9UBS4 Q8NBS9
P54132 P39748
P25490 Q96ME7
Q15022 Q504Y3
O00746 Q8WUW1
Q9H2K0 O75947
P51608 Q7Z6I5
Q96EG3 Q6P158
P37840 Q92766
Q9UIH9 Q9BYD6
O75629 P09622
O15354 P17987
Q9UBS3 O96005
P10809 P23368
O43741 Q8TCW9
P49450 Q9GZR7
Q49AN0 P78371
Q92905 Q86XP3
Q9NZB2 Q9H2U1
Q9BTC0 Q5VW36
Q9Y2T7 Q9NR30
P35225 Q49MG5
Q9H2F5 Q9HAF1
Q86UK7 Q12907
Q92633 Q14202
O95786 Q96A29
Q8IWS0 P63220
Q15022 Q8WXX5
Q8TED1 Q13323
O43474 Q04837
O15446 Q9NVP1
Q99853 Q9BYC9
Q08257 P82932
P55000 Q6UVY6
Q13127 P63173
O95243 P40692
Q9P0J7 P42766
Q9Y5Y3 Q13144
Q9ULD4 Q15326
P01106 O75306
Q8WVZ9 P17028
Q9UBK5 Q9H2C2
P49411 Q16795
Q7KZN9 P30041
Q9H244 Q8NDZ6
P51659 Q08211
Q96K58 O43167
Q15047 Q8TB52
Q8IWZ8 Q9UBB9
Q9NPI1 Q08211
P23769 Q96C00
Q9UNZ2 P78371
P04844 Q9H1E5
Q9Y3S2 Q01831
Q9Y3E0 P46063
Q9UIG0 P62805
P07101 Q9UKB3
P62805 Q9H2P0
Q9ULD4 O43823
O43290 Q8N3Z6
P17542 Q08380
P30550 Q9Y3E5
Q9H8H2 P35268
Q13323 Q06432
P11684 Q13520
P30876 Q9Y3C7
P62888 P40429
O95793 O43670
P15336 Q9H9B4
Q99742 Q9UJX4
Q1KMD3 Q8WUD4
Q00403 Q15544
Q16637 Q7L5N1
O43914 Q9H1E5
P05814 Q13952
Q13520 Q9HD20
Q15788 P35869
Q8IX18 Q9H0G5
P40429 Q9GZR7
P30876 O15514
Q9Y258 P51685
Q9NZC7 Q86UK7
Q04864 Q92793
Q15022 O14639
P36544 Q02153
Q9H1X3 Q96EB6
P07305 P16401
Q9HBJ0 Q9HAF1
P10176 Q8TCT9
Q6UWN0 Q495W5
P0C5Z0 O95625
P49711 P40429
Q8WVK2 P39748
Q9NWS9 P10073
Q86Y39 O95139
Q99543 P61513
P17676 Q05639
Q12830 O75376
P61313 Q8N8A6
P01106 Q15477
Q9UKU6 Q9UBS3
Q8WXX5 Q12905
Q9H8E8 P62805
P25398 P46782
P05388 P56192
Q15047 O14717
O94761 Q63HK5
Q92905 P63241
Q13404 O00487
Q9UID6 O43167
P01106 P51610
Q96EB6 Q15942
O95994 Q08211
P30411 O15444
Q12906 Q9UQ35
Q9H2K0 Q02383
Q9UBS4 Q8IXB1
O14880 Q9H2L4
Q16635 Q6P1N9
P02786 Q9Y6B7
Q9NNZ3 Q92665
Q9NRC8 Q5T4S7
P17900 Q08257
Q9NX04 P01189
Q6PJ61 P17987
Q7Z7K2 Q9H8H2
P52434 Q9NW08
Q12857 P62280
O95786 Q8IU53
Q9UFB7 Q03188
P09622 O60884
Q96C28 Q96CS4
P62280 Q9NZ81
P29371 Q04656
Q9UGP8 O15498
Q9C0K0 Q4LE39
Q8NHQ9 Q5VYS8
P63279 Q13887
Q9NRC8 Q9BTC0
Q5VU57 P50991
Q9NY35 Q9UGP8
Q8NAP3 Q9NVU7
P61313 P25398
P30411 P34995
Q6P1X6 P78371
Q9NVH1 Q9UHR6
O75251 P49768
Q6ZN55 Q9H7E9
P10176 Q9HD45
P54219 Q9P0S3
Q99853 Q9NUA8
O60885 P16401
P02765 P13667
Q9H112 Q86UD1
Q9BPU9 Q9NXB0
Q14197 Q8N0V3
P01308 Q9BQ95
P62805 P62899
Q9H1X3 P62424
Q9UIH9 P31153
P51685 Q92583
P36954 Q9Y3C7
O43759 Q9HD20
Q96JM7 Q5VUG0
Q9Y320 Q96BI1
P54253 P48643
O95865 O43741
P0C7P0 Q9NWX6
O60832 P46952
Q9P0J7 P48735
Q9NRG0 Q9NRF9
P61081 P30041
Q92905 Q93052
P20309 Q96P70
Q96HJ5 Q9UKR5
O95793 P50990
P10176 O75879
P63279 Q96BR9
O15446 Q9UIF8
P05388 Q14146
P30041 Q9BX68
O00422 Q93100
P18621 O00566
Q09161 Q9BXP5
P19404 P30519
P62888 Q9BRJ6
Q9HBX9 Q8NCG7
Q5JX71 Q8IXM6
P15144 P61619
Q9NRC8 Q8IY37
Q9Y5T4 O75306
Q9BZ95 Q9H8M2
Q9Y5L4 P09001
P25105 P34981
O14625 O95715
Q96BK5 P62857
O14842 Q8TED1
Q86VZ1 Q9H7F0
Q9C002 Q8WWV3
Q07325 P47992
Q9Y271 Q9NS75
Q9H1E5 Q9Y320
P10176 P09622
Q9Y3I1 O95561
Q49AN0 O75643
Q8N680 Q9Y221
Q9H1C4 Q9UI26
O75478 Q9UQ35
Q1KMD3 Q8IYB8
Q9HAH1 Q96EL2
Q96N21 Q9BWW8
P30876 Q9H7N4
Q08722 P41231
Q15562 Q9P0M6
Q15554 Q9UBB9
Q9Y4X4 Q12857
P46926 Q8N543
Q8TED1 Q6TCH4
O76003 Q8NEP7
Q86XD5 Q15788
P52434 Q9P086
Q9NPI1 Q15554
Q96K58 Q9H7E9
Q53FD0 P30519
P47775 Q9BQ95
Q96JQ5 A2A2V5
P63279 O95994
Q9ULD4 Q9NY93
Q9NY35 Q2TAP0
Q75WM6 Q6P158
O15235 O00746
P63279 O43513
P41231 Q9Y2G8
Q9UJV9 O00422
Q99459 Q92905
A0JLT2 Q9P086
O95793 P25398
Q9HAW0 O60762
Q92905 P62256
P42766 P26373
P25398 P40429
Q9NWS0 P62857
P01106 Q9UGU0
P62805 Q9NXR8
P35268 P62854
Q9NVP1 O00566
Q9UBB9 Q6NYC8
Q96T91 Q6UVY6
Q01201 P62280
O15446 O00566
Q8N661 Q8TD22
Q9H2F3 P08195
Q8IVM8 O76082
O95793 Q12874
Q92785 Q92499
P01106 P46063
Q96EL3 Q9H0U6
Q9NWS8 Q8IZU0
P54253 O75909
P62805 Q15853
O94761 Q8TCC3
Q7L0J3 Q9GZR5
Q86UK7 Q96DG6
Q5JX71 Q9BQJ4
P62805 O14497
Q13520 Q9UIQ6
Q9H1X3 Q9H3N1
O15432 Q03135
Q9UBB9 Q96HA1
P01308 Q9NZC7
Q92905 Q12905
Q92993 P10242
P54132 P63279
Q9NWS0 Q9HC38
Q8TDT2 Q99726
P15941 Q8N511
Q9Y2T7 Q8N567
Q6ZN55 Q9NRX2
P42766 Q9BYC8
Q86SX6 Q99497
P41002 Q9H410
Q99523 P20783
P46013 P61313
P18621 Q9BRJ6
Q96FW1 Q13404
P01106 Q96QT6
Q9GZR5 O75379
Q9NSA3 Q9BRT9
P51636 Q03135
O95402 P42568
O60884 Q9P2G9
Q9H1Y0 P23381
Q6PJQ5 Q92993
A0AVI4 Q8TAD4
O15239 P19404
Q8IW45 Q6ZNB6
Q92905 Q6P158
A1YPR0 O15062
Q8IWL3 A6NFY7
Q99598 Q92560
Q92611 Q9Y385
Q9Y4R7 P40227
P39019 Q9GZR7
Q9NX58 Q9GZR7
O94761 Q9P203
P62750 Q9H7E9
Q9Y2U9 P78371
P46098 Q5H8A4
P25440 Q8N1G0
Q9Y3S2 Q02930
Q99750 Q96LJ7
O14880 Q96DV4
Q9Y5Y3 O15321
Q96DT7 Q8NCA5
O43520 Q9NV96
O00214 Q9Y6M7
P61244 Q9H0E9
Q6PJQ5 Q9NXR8
P36954 Q9H7N4
P29371 P0CG08
P15336 Q5T230
Q96DT0 Q9UGP4
Q68CP9 Q8NFD5
A2A3N6 Q96RY5
Q7Z7K2 Q9UEG4
Q15697 Q9UBW7
Q92611 Q9BQE4
P62805 Q96RL1
Q9H0R8 P78371
Q9ULD9 Q9P0U4
Q6EEV4 P62424
Q9Y2Y4 P23769
Q96HJ5 Q9Y267
Q9GZR5 P30519
Q9Y3S2 O75475
Q9Y2D1 P54253
P26373 P62854
Q9NWS0 Q9Y316
O95994 Q969Q0
Q8WW14 Q9Y4H4
Q8WZ60 Q49AN0
P15822 Q15911
P50553 Q99081
O95600 P62891
P62750 Q969S3
Q04864 Q9NWS9
P24530 Q9UI26
Q9H8H2 P62424
P30556 P34995
Q9H2F3 Q8TAA9
O95786 P37837
Q8TCC3 Q9H0U6
O94761 Q8IWS0
Q8N680 Q92522
Q9H2F3 Q5JXX7
Q8IWL3 Q9NR30
P47775 Q9NR77
Q9BZ95 Q12830
Q6ICL7 Q5JXX7
P78563 Q9H7N4
P26373 Q9H0U6
Q01664 Q13838
P07737 Q93052
Q9BVJ6 Q96IZ7
Q9HC97 Q96BI3
Q9ULU4 P05090
Q9UBK5 Q9GZU3
P78563 Q9NVU7
Q9UIL8 P18510
Q86XD5 P49356
P07992 P35244
P62750 Q9NR48
Q99598 Q16514
Q9UHF7 Q86YP4
O95600 P62280
Q9NUH8 Q96JQ5
Q9NQX1 Q8WTR4
P62805 Q13428
O60885 Q9BXP5
Q9Y6A9 Q96AA3
Q9Y4A8 Q9BYV9
P23381 Q53GQ0
P62857 P62899
Q9BYR5 Q49AN0
Q5JXX7 Q8WV99
O60885 Q8TBX8
Q14197 O75964
P25791 Q8NFT6
Q9UIH9 P82932
P57086 P28698
P15374 Q99832
Q8NEA5 Q15041
O75569 Q6PK04
P19404 Q8WUW1
O14530 Q99832
O95786 O43670
Q71U36 Q9BT22
Q8N6T7 Q13569
Q9H7E9 O60885
P35225 Q9UKM7
P62854 P23396
P40692 O95994
P25490 O60216
Q8IZD4 Q9NPI6
Q9Y5K5 P23528
Q8N6T7 Q9UPY3
P86480 Q96NU1
O15446 Q5T0B9
P54219 Q9BSR8
Q5JXC2 P49407
Q9ULU4 Q9P2Y4
Q9NR77 O15498
P42766 P62266
Q9Y2T7 Q13405
Q9UKX7 O75376
Q9Y4X4 Q8WUU5
Q7Z3K3 Q969R5
P15822 Q02446
P09960 Q96EB6
Q96FF9 Q96S59
Q9NRC8 O95793
Q15942 Q96KM6
Q92793 Q9Y2Y9
P51608 P18621
P11684 P50440
P23381 P49368
Q9NRC8 Q7L2E3
P30040 Q5TGU0
O15446 Q9UGU0
O00746 P38117
Q6ZQW0 Q9NPD7
P41002 Q9NR30
Q9BPX1 Q9HCK5
P48651 O95994
Q9BS26 Q13642
P62805 Q9BWJ5
O95793 Q9H8H0
P62805 Q12948
Q9BU19 Q9H8H2
P23528 P30086
Q7Z7K2 P59923
Q8N543 P13667
O95436 Q69YG0
Q8IZU1 Q9UQ35
Q9NUL7 P82650
Q7Z3K3 Q99732
Q9HB40 Q96IK5
Q3B726 Q9NYV6
O94761 P59998
Q9UN42 Q96S06
P15336 Q13838
Q9UI26 Q9NR09
Q969S3 P01100
Q9NPI1 Q8IWS0
Q9BSJ5 P82650
P35414 Q8WUY1
Q99750 Q9H9D4
O60885 Q12962
O43889 O43934
Q9H6H4 O95562
Q8IY34 P54709
P24522 Q13569
Q8N5M9 O95183
Q9Y5L4 Q9UPY3
Q9H9Y6 P46782
P46013 P18583
O43741 Q9GZV8
P61073 Q9HBM0
P46663 P13501
O15218 A0AV02
P51946 O43513
Q9H9D4 Q9UDV6
Q96HH4 Q7Z6M1
Q9Y3S2 Q9UJV9
O60885 Q9NPD8
P62750 Q9UL40
P26373 O95625
Q13304 P16615
Q8N6L1 Q9NWS8
O75251 Q9NTG7
Q86VZ1 O94766
Q9BUE0 O75586
P25090 O95427
O43674 P57086
Q6P158 P23396
O43653 P55011
Q6P9B9 O15514
Q49AN0 P23396
Q15942 Q9UPQ0
Q99750 Q7Z4V0
P15374 P49327
Q8NHZ7 Q8WUU4
Q9H244 Q9NWZ8
Q9H9B4 O96000
Q7Z3K3 O00303
Q15428 Q9BUJ2
Q9UKX7 Q9NV56
Q9NRC8 Q92522
P43088 Q9Y672
Q9Y4X4 Q8NCR0
O95994 Q9BQC6
P52434 Q6EEV4
Q92886 P15923
O60756 Q9BUJ2
P41002 Q99832
O14960 P62699
P45880 Q9UNL2
O75478 O15372
Q8IX18 O75151
Q9NRH3 P78371
Q7L2E3 Q8IYB8
Q13127 Q9P2R6
Q5MJ10 Q15649
Q96AN5 Q96HR9
Q8N490 Q68E01
Q9H1C4 Q12907
Q96K37 Q9BXU8
P07737 Q96EL3
Q9HCK5 P62851
Q04864 P24864
Q6UX39 Q9NZH6
Q9Y6H6 Q6NXT4
Q13485 Q04446
P25490 P62750
P98173 Q8N7B6
O15467 Q8N335
A0JLT2 Q6EEV4
P35520 Q96HE7
Q13304 Q6NXT4
Q12792 P01591
A2A3N6 Q9UHG0
Q92993 Q13123
Q7Z602 Q9NT62
Q7Z7K2 O15446
P23769 Q2KHR3
Q9NW75 P67870
Q9Y5Y3 Q6NZ67
Q12905 Q7L2E3
Q96FI4 Q14191
O94761 Q13838
Q9H0R8 O75643
Q4LE39 Q12830
P46013 Q9HCG8
Q92905 Q9NVP1
Q96RJ6 Q99081
P60201 Q6ZP80
O15446 O60281
A1L4L8 P49368
Q9Y3S2 Q9ULU4
Q8IX18 Q5VUA4
Q04837 Q7L2E3
O95786 O15431
Q8WVZ9 Q969R5
Q92905 P62847
P10176 Q13423
Q401N2 Q96B77
P67870 Q9C0J9
Q9HCE5 Q15084
Q9H0G5 O60583
P46098 Q9H1E5
P63208 Q8NDX5
Q5T9L3 O14904
Q8N0Y2 Q9NWS9
Q86UK7 P49411
Q99731 P51685
O60885 Q08211
O75569 Q9NVU7
Q04837 Q9NP80
Q96KM6 Q13118
Q96B02 P52434
Q9BPW9 Q01814
Q6P9B9 P30876
Q9UJW3 Q16254
Q7L622 O00453
O43914 O75419
P15923 O75376
P35268 Q9GZR7
Q8N554 Q96BR9
Q8N6T7 Q92620
P61313 P61247
Q99853 Q9P0M9
P15954 Q8N4H5
Q9BSJ5 Q9BQ95
Q96FT7 Q9H6L2
P63241 Q86XP3
P10176 P82930
Q8IZU1 Q00403
O94761 O75170
Q9NRC8 Q13206
O95786 P25398
Q14592 Q96EL2
Q9NWS0 P62701
P10242 Q969R5
P46098 Q6UWU4
P25490 Q69YH5
Q9Y6B2 P61513
Q96HQ2 Q16514
P41002 P49327
Q3V5L5 Q5T749
O43396 Q08211
Q9P0U4 P62805
O60885 P62888
Q8ND83 Q9HBE1
P21675 Q8IZ40
Q9BQ15 Q15008
Q9Y3S2 O75151
P35520 P37108
P49411 Q9UI09
P01100 Q04837
P04844 P10620
Q9C002 P56385
Q15428 O75940
Q9Y2Y4 Q9HBE1
O95600 Q96JM7
Q15544 P21675
Q03135 P08195
O95994 P59998
P16615 Q13423
O60885 Q9BUL5
O43918 Q92841
P49789 P10809
P01584 P08047
Q13127 Q6JVE5
P43351 P07737
Q8NHZ7 Q86YP4
Q9P2R6 Q9BVI0
Q9BQJ4 P51798
Q9Y3S2 O75937
Q9H1Y0 P61604
P10176 P23368
Q96HJ5 Q9NV12
Q53RY4 Q8N6M3
Q96C55 Q9H2P0
Q8NCK7 Q99707
Q7RTS1 P05388
Q96FI4 Q7Z7H8
Q9NR77 Q8N511
P59536 O15498
Q9UPY3 Q8IU99
Q9UJW2 Q9UM22
Q9Y242 Q8N653
P25490 Q9NX58
P54274 P23381
P23396 Q96MU7
P35372 Q6NUQ1
P01106 O94851
Q9UHK0 Q9P0M6
Q9UKX7 Q14166
Q9HB58 Q9ULD4
O95786 Q8N114
P05026 Q96J42
O15514 O15446
Q04656 P35754
P23396 O00566
O95183 Q9BV40
Q8IWL3 Q9BSJ5
O75113 Q99732
O75381 Q9UGP4
Q99523 Q96P70
Q9Y4H4 Q01658
Q86UP8 Q9H832
Q9BRQ0 Q92830
Q03135 Q9Y3E5
P48735 Q86SX6
P01106 Q9Y2G9
O95865 Q99497
O95994 Q5T4S7
Q9UIH9 Q9ULX6
P62847 Q9Y2R4
Q68E01 Q92610
O95711 Q8NBK3
P62847 Q6PK04
Q9H2F3 Q3V5L5
P62750 P62701
O60885 Q9NT62
Q9ULM3 Q99459
O43435 P57055
O60885 Q96MU7
P09669 P15954
Q13127 P62750
Q99543 P05198
Q9NPJ1 P50990
Q9UKX7 Q5T6F2
Q14197 Q9NUL7
Q9NNZ3 P82650
P23769 Q9NSC2
O95793 P61247
P62857 O95273
P41002 P62899
Q8N6M0 Q9UPQ0
P41002 P07737
P35414 Q9UI26
Q9HC38 P61244
P54709 Q99714
P62256 Q13126
P01106 P01584
Q13838 Q9BXP5
Q99814 Q8N1L9
Q8TBB6 Q9BSR8
Q9NZ42 Q5VW36
P23769 O60315
Q9HBE1 P41182
Q9NYW3 Q8TDZ2
Q04837 Q96EY8
P04554 Q8NAF0
Q96EB6 P04198
O95711 Q10471
Q75WM6 O00566
Q13520 P78383
Q6UXA7 Q9Y5L4
Q03135 Q8TAA9
P61313 Q7L5N1
O15488 P13807
Q9H0W5 P40429
Q13113 P54253
Q9BYX4 O94817
Q8NCA5 Q92979
Q6ZQN7 P54707
O75251 Q9NVH1
Q9H0U6 Q9NQ50
P49411 P62280
P62805 Q92560
Q9NX58 Q8NCA5
P48643 Q99832
Q04837 Q16718
Q9C0F0 O60885
Q96KC8 Q8TDD1
P62888 Q9NY93
Q8IXK0 Q86V42
P45880 O14901
P13667 Q9P2K2
Q8N5M9 P61619
Q7RTS1 Q8WVZ9
O60216 Q93097
P35244 P13010
O15431 Q8N5K1
P04844 Q96SK2
Q9BPU9 Q9Y3A3
P63279 Q8IY92
O75683 P49711
P55087 Q5T9L3
O15467 P02775
P41231 P54707
P0C5Z0 Q8WUB8
P46013 P19447
O60885 Q56P03
Q8NCK7 Q9NV56
Q86Y78 Q96FL8
Q9H0U6 Q96ME7
Q92766 Q13562
P24863 P47929
Q12952 Q4LE39
O00626 P51685
Q9NVR0 P80188
P46013 P52739
Q2WGJ6 Q16348
Q8WTR4 Q6PEX3
Q8N5Y8 Q9BQ95
P42166 P62750
P01106 Q8NDX6
P25090 Q969V3
P01106 P30876
Q96C86 Q08211
Q56P03 Q92620
Q8N239 P49642
Q8IW45 Q8WZA1
Q9Y3D7 O43615
Q8WTR4 Q9BX95
Q03989 O60548
Q3KNT9 Q9NX76
Q9NWN3 Q8TB52
O95365 Q02446
Q8IWL3 Q13405
O60885 Q14914
P37840 P63208
Q7Z7K2 Q6ZN55
P61313 O75165
Q6NUN9 P62280
Q9Y657 Q8N5A5
P15923 Q16540
P62899 P57071
Q9BX68 Q9NP80
Q7Z478 Q08050
Q8WVK2 Q9UFW8
Q9NP92 O75394
Q10586 Q8N1L9
Q86VN1 Q9UHR6
P02724 Q05639
P63279 P15336
Q8IXH7 Q9Y4R7
Q01201 P46782
P23769 Q86UP3
P62805 Q16514
Q6IAA8 O15121
Q5W186 Q5T4S7
O43488 O00399
P09622 Q16795
P78347 P25490
Q9NP92 Q9BYC8
Q15047 Q8N0Y2
P14927 Q9UI09
Q9NWS0 P54886
Q13127 Q9NX58
Q9NZ53 Q9NUQ7
P09622 P21675
O15209 Q9H0R8
O15516 O15055
P62899 Q96ME7
P08173 Q9C0E2
O94761 O95793
Q9H0R8 P23396
P38919 Q9Y4E5
Q9C009 Q9NZB2
O94761 Q7L2E3
Q5JTC6 P55789
P17542 P06454
Q8IYD8 P54132
O00624 O15121
P01583 Q12830
P43351 P63279
Q7Z3K3 Q7Z4V5
Q13253 P25440
Q9UPY3 Q92499
Q99714 P61604
Q16740 P38117
P0DPB6 Q9NWS0
O94761 P62851
Q96HJ5 Q99437
Q9H6H4 Q9H2F3
P86480 O95947
P10244 Q9Y618
Q8TDU6 Q9BQ95
Q9NZB2 Q8IVS2
Q8NAP8 Q9H9D4
P49450 Q13330
Q96HH4 Q9UHW9
P58012 P63279
O15218 Q16635
Q9BRG1 Q96KR1
Q9P0M6 Q6IQ21
P01308 P62888
P15374 P38919
Q9H2K0 Q9NP55
Q8IXB1 Q6P179
Q9UH92 P67870
Q9NV96 Q9BV94
Q9Y4A8 P51610
Q8IXB1 Q92611
O95786 Q8TAK6
Q99832 Q9P2G9
O15235 P82650
Q8NCK7 Q53GQ0
Q7KZN9 Q92665
Q9UHB6 P23528
P55317 Q86WX3
Q96IQ9 Q92506
Q9BUQ8 Q5VWG9
Q13838 Q08211
Q7Z7K2 Q96MX3
O95994 Q86VK4
Q49A26 P49356
P15173 O75409
Q92905 Q9BRJ6
Q9Y3S2 Q9NVP1
Q9NZC7 Q53GQ0
P05198 P61313
P62805 Q68CP9
Q5JX71 P02724
Q96N21 Q9UEG4
O94761 Q92522
P49407 P49327
Q92793 P31629
Q8IWL3 Q9H300
P46663 P41595
Q9NQX1 Q49A26
P78334 Q15005
P36954 Q15648
O14880 Q9NV12
A6NCF5 P40227
Q6DKI1 O75683
Q05516 P41182
P58012 Q49A26
Q96LT7 P05388
Q8IWL3 Q8TB37
Q9UNL2 Q13838
Q9Y3D3 Q04837
Q8N680 Q9Y692
Q9H1X3 P30519
Q96KR1 P26358
Q8IXB1 Q14697
P04554 O00488
P14854 P56556
Q8IWL3 Q8TCT9
Q9NPI1 Q9UJA5
O94766 Q9NPR9
Q9Y4X4 Q5SSJ5
Q9NY93 P62750
Q8IY34 Q96K37
Q1KMD3 Q96KR1
Q15041 Q9NR28
Q9NY35 Q8TED1
Q9BUE6 P0DI81
Q96BK5 P62280
Q6IBW4 Q9H582
Q9Y3I1 P13232
P24530 Q9UIQ6
O60885 Q00403
Q9NPI1 Q7L2E3
A6NFD8 Q99523
Q13323 P26678
O95786 P10176
Q9BX68 Q9Y3D3
O95600 P46782
O76003 Q99750
Q6UVY6 Q8TCT7
O94761 Q99497
P25208 Q15544
P62847 Q8TAA9
O75593 Q3V5L5
O43513 P24863
Q9UBL3 Q6NZY4
O15218 Q9GZM5
Q08211 Q12857
P62633 Q6PK04
Q58F21 O60583
Q9ULU4 Q9GZR7
P62899 Q96JP5
Q86XP3 Q9BVI0
Q16581 O15255
Q6SPF0 O43674
Q9Y3S2 O15090
O75937 P30556
O75556 Q11206
Q9BX68 Q16718
P01189 Q96M94
Q3KNW5 Q9NZ42
Q86U28 Q9Y450
P15172 Q92785
Q9Y618 Q13887
P62899 P25440
P46663 P32248
P14635 Q92794
P49447 Q9NWH2
O43670 P06744
Q86YP4 Q96KM6
Q9UL40 P09001
P46013 Q01831
Q8N5I4 O96006
P18621 Q9H7N4
P62263 P61619
Q9Y2Y6 Q96IK5
Q96EB6 O43290
P15172 Q9NPA3
P34969 Q71U36
P01106 P30040
Q9HCE5 P04844
Q12952 Q9Y2R4
P15923 Q8IXB1
P41002 P38919
O43474 Q96EL2
A8MW92 Q9NX58
Q13562 P24385
Q9NT62 Q70IA6
P09622 P06454
P40692 P15336
Q9P2G3 Q9NVX7
A6NI15 P15923
Q9Y2C3 Q6NXT4
Q9H944 P36954
Q14697 P48643
O14842 Q9UI26
O94761 Q9NV56
Q13520 O00155
O96002 P01591
Q9UKX7 Q9UEG4
O94761 Q9Y3D3
O15431 Q7Z3K3
O95600 Q92830
P01106 Q01469
O95994 O95793
Q9BT56 Q9Y274
Q15084 P59998
P36969 Q9NS18
Q13113 Q5TGU0
P04844 Q9BU23
Q9NR12 Q92905
Q9UKT9 Q99633
Q9BS26 P54886
Q92886 Q92793
Q9UL40 O14901
O60885 Q9ULD4
Q9HBJ0 Q9H2F5
Q99750 Q5T6C5
Q9UIH9 Q12905
Q9NYW3 Q01814
Q9Y2N7 Q99814
Q49AN0 Q9UPY3
O75081 Q86YP4
Q7Z4V0 Q9UEG4
Q8IWL3 O75879
P46663 P30411
Q8IX18 Q96MU7
P62854 P62857
Q96IK5 Q96MP5
Q9UHF7 Q5T5X7
Q92905 P46926
Q9GZT9 Q14145
Q5VUE5 Q7Z4W1
P54219 P60201
Q92665 P82930
Q8IX18 O00566
P51674 Q96AA3
Q8NES3 P49368
Q9UJV9 Q1KMD3
P62805 Q99583
Q8IWL3 P35610
Q15326 P47914
Q52LG2 Q13227
Q9Y664 Q9P0S2
P85037 Q9UPW5
P48382 P39019
Q99853 Q9NSC2
Q8NCK7 Q9HAF1
Q9H9Y6 Q9Y2Y1
Q9Y3I1 Q96Q45
Q8IXB1 P13667
Q96FW1 P22234
O75379 Q96C23
Q9NWT8 P82930
O15446 Q9NVU7
Q5VU57 P17987
O60884 Q8N3C0
Q9Y3I1 Q9UJ78
Q7Z7H8 Q9NRX2
Q8TED1 Q8N661
O94761 P55265
Q6ZT98 Q5SVZ6
P62750 P62280
P53611 O15498
O15431 Q8N5C7
Q9H1C4 Q16637
O95786 O75643
Q9NS00 Q96P66
P62495 Q15631
O95786 Q6P179
Q8N0Y2 Q15697
Q99497 Q99714
Q16342 Q92993
Q16649 Q8WWB5
Q9H8E8 Q92830
Q9BX68 Q16540
P17568 Q9Y3S2
Q92633 Q96EC8
P10809 Q16718
O75081 Q9GZT9
P25791 Q14119
P01106 Q9UHC9
P01034 P09668
Q8TED1 Q969S0
P62805 Q9NQV5
P15374 P36969
P25490 P49711
P49711 Q9BQS6
P42166 Q7L014
P49450 Q01658
P62633 P42766
P42166 P84157
Q9H2P9 P48506
O15467 O43927
Q9UN42 Q96J42
Q8N4W6 Q8N5K1
Q9H2F3 Q15738
Q14686 P01100
Q9UFW8 O76003
Q9H9Y6 P36954
P13667 Q96KA5
P25090 Q9H1C4
P62805 Q01664
Q9H1C4 Q71U36
Q9H1X3 P42166
Q99853 Q9H0U6
P50406 P43119
O43889 Q16617
Q66K89 Q8NAF0
